# number of detected SNeII per unit of redshift interval 
#  z_random 	 dn_dz_Horiuchi dn_dz_Cole 	 dn_dz_Madau
9.611906489e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.614323588e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.616741318e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.619159685e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.621578702e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.623998339e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.626418643e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.628839569e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.631261145e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.633683361e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.636106210e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.638529716e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.640953845e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.643378638e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.645804059e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.648230128e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.650656842e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.653084189e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.655512198e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.657940831e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.660370129e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.662800057e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.665230636e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.667661862e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.670093724e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.672526248e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.674959397e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.677393216e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.679827666e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.682262770e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.684698521e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.687134913e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.689571965e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.692009646e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.694448001e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.696886984e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.699326631e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.701766919e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.704207857e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.706649451e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.709091683e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.711534583e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.713978113e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.716422318e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.718867156e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.721312658e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.723758805e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.726205606e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.728653064e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.731101164e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.733549933e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.735999334e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.738449416e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.740900130e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.743351514e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.745803543e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.748256232e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.750709576e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.753163570e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.755618230e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.758073532e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.760529510e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.762986122e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.765443416e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.767901347e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.770359952e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.772819203e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.775279120e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.777739693e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.780200923e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.782662818e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.785125362e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.787588580e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.790052441e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.792516984e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.794982164e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.797448031e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.799914537e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.802381723e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.804849556e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.807318063e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.809787224e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.812257053e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.814727544e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.817198697e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.819670518e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.822142996e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.824616149e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.827089952e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.829564439e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.832039570e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.834515390e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.836991851e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.839469005e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.841946801e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.844425286e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.846904420e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.849384237e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.851864708e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.854345859e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.856827669e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.859310155e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.861793305e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.864277128e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.866761618e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.869246780e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.871732612e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.874219113e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.876706288e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.879194130e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.881682649e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.884171833e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.886661698e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.889152225e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.891643436e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.894135309e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.896627868e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.899121087e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.901614994e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.904109561e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.906604818e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.909100734e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.911597342e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.914094609e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.916592569e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.919091187e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.921590500e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.924090473e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.926591139e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.929092466e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.931594488e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.934097172e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.936600550e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.939104591e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.941609327e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.944114727e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.946620821e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.949127582e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.951635036e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.954143158e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.956651973e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.959161458e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.961671635e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.964182485e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.966694025e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.969206241e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.971719145e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.974232728e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.976746997e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.979261950e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.981777585e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.984293908e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.986810910e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.989328605e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.991846976e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.994366043e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.996885784e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
9.999406226e-01 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.000192734e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.000444915e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.000697164e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.000949483e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.001201869e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.001454326e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.001706850e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.001959445e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.002212107e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.002464839e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.002717639e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.002970509e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.003223447e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.003476455e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.003729532e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.003982678e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.004235893e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.004489177e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.004742531e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.004995953e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.005249446e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.005503007e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.005756639e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.006010338e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.006264109e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.006517948e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.006771857e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.007025835e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.007279883e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.007534000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.007788187e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.008042444e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.008296770e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.008551167e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.008805632e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.009060169e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.009314774e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.009569450e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.009824195e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.010079010e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.010333896e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.010588850e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.010843876e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.011098970e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.011354137e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.011609372e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.011864678e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.012120054e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.012375500e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.012631016e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.012886602e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.013142260e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.013397986e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.013653785e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.013909653e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.014165592e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.014421601e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.014677680e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.014933831e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.015190051e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.015446343e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.015702704e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.015959138e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.016215641e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.016472215e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.016728860e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.016985576e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.017242363e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.017499219e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.017756149e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.018013148e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.018270219e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.018527360e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.018784572e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.019041856e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.019299210e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.019556637e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.019814133e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.020071702e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.020329341e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.020587052e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.020844834e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.021102687e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.021360613e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.021618609e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.021876676e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.022134816e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.022393026e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.022651309e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.022909662e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.023168088e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.023426585e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.023685154e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.023943795e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.024202506e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.024461292e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.024720147e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.024979075e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.025238075e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.025497146e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.025756291e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.026015506e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.026274794e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.026534154e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.026793585e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.027053090e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.027312665e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.027572314e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.027832034e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.028091827e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.028351693e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.028611629e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.028871640e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.029131722e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.029391876e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.029652104e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.029912403e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.030172776e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.030433221e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.030693738e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.030954329e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.031214991e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.031475727e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.031736535e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.031997415e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.032258370e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.032519397e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.032780496e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.033041669e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.033302914e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.033564233e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.033825625e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.034087089e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.034348627e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.034610237e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.034871922e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.035133679e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.035395509e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.035657413e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.035919390e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.036181440e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.036443565e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.036705761e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.036968032e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.037230376e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.037492793e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.037755285e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.038017850e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.038280488e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.038543201e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.038805985e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.039068846e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.039331779e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.039594785e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.039857867e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.040121021e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.040384250e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.040647553e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.040910929e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.041174380e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.041437905e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.041701502e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.041965176e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.042228923e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.042492744e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.042756640e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.043020609e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.043284653e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.043548772e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.043812964e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.044077231e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.044341573e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.044605988e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.044870479e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.045135045e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.045399683e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.045664398e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.045929187e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.046194050e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.046458989e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.046724002e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.046989089e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.047254253e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.047519490e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.047784802e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.048050190e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.048315652e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.048581189e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.048846802e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.049112489e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.049378252e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.049644090e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.049910002e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.050175991e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.050442055e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.050708193e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.050974407e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.051240697e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.051507061e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.051773502e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.052040018e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.052306609e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.052573276e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.052840019e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.053106836e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.053373731e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.053640700e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.053907745e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.054174866e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.054442063e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.054709335e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.054976684e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.055244109e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.055511609e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.055779185e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.056046838e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.056314566e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.056582371e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.056850252e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.057118208e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.057386241e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.057654351e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.057922537e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.058190798e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.058459137e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.058727552e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.058996042e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.059264611e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
1.059533255e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
